Date,Open,High,Low,Close,Change %,Volume
"Sep. 07, 2021",58.78,58.78,57.51,57.99,-0.82,"1,239,411"
"Sep. 03, 2021",58.81,59.57,58.11,58.47,-1.12,"1,221,797"
"Sep. 02, 2021",60.47,60.74,58.91,59.13,-2.23,"918,363"
"Sep. 01, 2021",60.59,61.53,60.01,60.48,+1.70,"1,151,021"
"Aug. 31, 2021",59.99,60.60,58.78,59.47,-1.38,"976,342"
"Aug. 30, 2021",61.08,61.65,59.96,60.30,-1.03,"843,907"
"Aug. 27, 2021",58.50,61.00,58.35,60.93,+5.45,"1,200,416"
"Aug. 26, 2021",58.96,59.16,57.58,57.78,-2.48,"329,478"
"Aug. 25, 2021",58.38,59.36,57.40,59.25,+1.86,"842,160"
"Aug. 24, 2021",57.77,58.69,57.22,58.17,+1.34,"1,164,201"
"Aug. 23, 2021",57.37,58.15,56.59,57.40,+0.93,"1,209,536"
"Aug. 20, 2021",55.93,56.91,55.86,56.87,+1.35,"695,576"
"Aug. 19, 2021",56.24,56.76,55.78,56.11,-1.37,"755,473"
"Aug. 18, 2021",56.00,57.89,55.28,56.89,+1.48,"1,846,273"
"Aug. 17, 2021",55.68,56.50,54.31,56.06,-0.90,"1,875,255"
"Aug. 16, 2021",57.84,58.52,55.54,56.57,-3.83,"1,357,571"
"Aug. 13, 2021",59.00,60.87,57.95,58.82,+3.03,"3,488,674"
"Aug. 12, 2021",57.77,57.92,55.69,57.09,-1.77,"1,994,256"
"Aug. 11, 2021",57.63,58.49,56.44,58.12,+0.55,"1,468,264"
"Aug. 10, 2021",57.89,58.30,57.05,57.80,+0.40,"1,901,439"
"Aug. 09, 2021",57.11,58.19,56.50,57.57,+1.52,"1,406,702"
"Aug. 06, 2021",56.00,57.01,55.82,56.71,+1.30,"918,104"
"Aug. 05, 2021",55.20,56.73,54.87,55.98,+1.38,"707,632"
"Aug. 04, 2021",55.90,56.77,55.03,55.22,-1.15,"705,963"
"Aug. 03, 2021",56.92,57.11,54.67,55.86,-2.33,"794,492"
"Aug. 02, 2021",56.86,57.61,56.28,57.19,+3.16,"1,216,243"
"Jul. 30, 2021",56.22,56.79,55.29,55.44,-2.12,"936,714"
"Jul. 29, 2021",54.98,57.17,54.84,56.64,+3.08,"1,029,971"
"Jul. 28, 2021",53.97,55.70,53.79,54.95,+2.73,"1,461,851"
"Jul. 27, 2021",55.56,56.05,52.67,53.49,-4.94,"2,614,515"
"Jul. 26, 2021",57.58,57.88,55.97,56.27,-3.28,"1,322,347"
"Jul. 23, 2021",58.17,58.66,57.62,58.18,+0.90,"1,093,243"
"Jul. 22, 2021",57.37,58.07,57.12,57.66,+0.93,"1,033,798"
"Jul. 21, 2021",55.52,57.37,55.31,57.13,+3.29,"2,037,074"
"Jul. 20, 2021",51.47,55.80,50.73,55.31,+8.51,"2,730,227"
"Jul. 19, 2021",50.40,51.59,49.58,50.97,-1.03,"1,459,166"
"Jul. 16, 2021",51.24,51.65,50.02,51.50,+1.44,"995,323"
"Jul. 15, 2021",51.35,51.99,50.09,50.77,-1.72,"1,521,652"
"Jul. 14, 2021",53.00,53.40,51.40,51.66,-0.69,"1,448,330"
"Jul. 13, 2021",51.75,52.49,51.22,52.02,+0.48,"737,707"
"Jul. 12, 2021",53.54,53.94,51.16,51.77,-3.40,"1,272,841"
"Jul. 09, 2021",51.60,53.67,50.20,53.59,+3.84,"2,648,453"
"Jul. 08, 2021",54.84,54.96,45.57,51.61,-7.94,"13,484,771"
"Jul. 07, 2021",57.02,57.46,55.79,56.06,-1.16,"856,806"
"Jul. 06, 2021",57.50,58.48,56.56,56.72,-1.95,"945,417"
"Jul. 02, 2021",57.08,58.07,57.07,57.85,+1.44,"1,187,975"
"Jul. 01, 2021",55.74,57.20,55.45,57.03,+1.98,"2,099,173"
"Jun. 30, 2021",55.94,56.08,54.76,55.92,-0.78,"2,450,247"
"Jun. 29, 2021",55.23,56.53,54.76,56.36,+1.49,"1,474,865"
"Jun. 28, 2021",56.91,56.95,54.78,55.53,-1.59,"1,280,499"
"Jun. 25, 2021",56.46,56.86,55.47,56.43,+0.12,"1,070,644"
"Jun. 24, 2021",55.67,56.92,55.37,56.36,+2.18,"4,352,133"
"Jun. 23, 2021",55.22,55.76,54.50,55.16,+0.20,"2,111,957"
"Jun. 22, 2021",54.88,55.17,54.16,55.05,+1.27,"869,207"
"Jun. 21, 2021",54.62,54.71,53.05,54.36,-1.34,"1,423,032"
"Jun. 18, 2021",53.46,55.11,53.46,55.10,+2.82,"3,479,805"
"Jun. 17, 2021",52.16,54.83,52.07,53.59,+2.45,"2,273,570"
"Jun. 16, 2021",51.53,52.47,50.47,52.31,+1.51,"1,647,686"
"Jun. 15, 2021",52.78,52.83,51.14,51.53,-3.01,"1,406,606"
"Jun. 14, 2021",52.67,53.34,52.41,53.13,+1.18,"985,580"
"Jun. 11, 2021",52.23,53.15,52.12,52.51,+0.38,"1,666,146"
"Jun. 10, 2021",51.32,52.35,50.93,52.31,+1.63,"907,133"
"Jun. 09, 2021",51.97,52.52,51.32,51.47,-0.39,"974,292"
"Jun. 08, 2021",52.45,52.76,50.36,51.67,-0.58,"3,222,190"
"Jun. 07, 2021",52.32,52.49,51.30,51.97,+0.15,"2,096,065"
"Jun. 04, 2021",53.01,53.39,51.82,51.89,-1.59,"3,190,674"
"Jun. 03, 2021",51.00,54.15,49.60,52.73,+3.60,"4,627,798"
"Jun. 02, 2021",48.57,50.94,48.05,50.90,+4.60,"3,445,705"
"Jun. 01, 2021",49.75,50.83,48.18,48.66,-0.92,"2,428,106"
"May 28, 2021",49.31,49.73,48.46,49.11,+0.20,"1,554,630"
"May 27, 2021",47.89,50.19,47.01,49.01,+1.60,"3,452,464"
"May 26, 2021",47.50,48.50,47.26,48.24,+3.14,"1,980,567"
"May 25, 2021",45.70,47.37,45.58,46.77,+2.77,"1,447,860"
"May 24, 2021",46.78,46.99,45.36,45.51,-1.07,"2,443,334"
"May 21, 2021",45.73,46.74,45.68,46.00,+1.59,"2,598,146"
"May 20, 2021",43.72,46.22,43.55,45.28,+5.03,"4,524,123"
"May 19, 2021",40.91,43.61,40.60,43.11,+2.64,"2,544,489"
"May 18, 2021",41.71,42.60,41.21,42.00,+1.30,"2,128,838"
"May 17, 2021",40.51,41.61,40.07,41.46,+1.17,"1,897,168"
"May 14, 2021",39.57,41.05,39.08,40.98,+6.33,"2,869,675"
"May 13, 2021",40.25,40.42,37.83,38.54,-2.73,"3,560,479"
"May 12, 2021",40.81,41.33,39.34,39.62,-5.17,"1,746,788"
"May 11, 2021",40.78,42.25,40.01,41.78,-1.35,"3,750,156"
"May 10, 2021",42.86,43.10,41.92,42.35,-2.28,"4,852,892"
"May 07, 2021",43.03,44.19,42.59,43.34,+3.14,"1,324,558"
"May 06, 2021",42.89,43.58,40.90,42.02,-2.44,"3,357,501"
"May 05, 2021",43.99,44.01,42.90,43.07,-0.37,"741,617"
"May 04, 2021",44.03,44.30,42.78,43.23,-3.63,"1,860,177"
"May 03, 2021",46.02,46.34,44.35,44.86,-1.92,"1,658,370"
"Apr. 30, 2021",45.72,46.25,45.34,45.74,-1.57,"1,440,608"
"Apr. 29, 2021",48.85,48.94,45.75,46.47,-3.79,"1,630,586"
"Apr. 28, 2021",48.17,48.85,47.62,48.30,-0.17,"2,287,950"
"Apr. 27, 2021",48.06,48.69,47.21,48.38,+1.70,"2,002,801"
"Apr. 26, 2021",45.83,47.57,45.83,47.57,+4.07,"1,761,282"
"Apr. 23, 2021",45.20,46.29,44.94,45.71,+1.13,"2,755,934"
"Apr. 22, 2021",45.19,45.95,44.29,45.20,+0.47,"1,562,584"
"Apr. 21, 2021",43.52,45.03,43.23,44.99,+2.95,"4,309,228"
"Apr. 20, 2021",44.35,44.86,43.18,43.70,-2.02,"1,907,401"
"Apr. 19, 2021",46.02,46.29,44.17,44.60,-3.69,"1,896,349"
"Apr. 16, 2021",46.42,46.72,45.55,46.31,-0.19,"1,380,268"
"Apr. 15, 2021",46.90,46.90,45.96,46.40,+1.09,"1,032,969"
"Apr. 14, 2021",46.78,47.87,45.57,45.90,-2.55,"1,375,322"
"Apr. 13, 2021",46.17,47.45,45.72,47.10,+1.20,"1,558,208"
"Apr. 12, 2021",47.51,47.51,46.23,46.54,-2.88,"1,637,817"
"Apr. 09, 2021",48.06,48.65,47.11,47.92,-0.62,"1,387,482"
"Apr. 08, 2021",47.45,48.55,47.26,48.22,+2.88,"1,386,000"
"Apr. 07, 2021",48.07,48.56,46.71,46.87,-2.96,"867,846"
"Apr. 06, 2021",47.66,48.54,47.16,48.30,+1.39,"2,132,044"
"Apr. 05, 2021",49.00,49.32,46.71,47.64,-1.83,"1,240,789"
"Apr. 01, 2021",47.44,49.34,47.20,48.53,+4.82,"2,493,867"
"Mar. 31, 2021",46.09,47.29,46.09,46.30,+1.49,"2,119,564"
"Mar. 30, 2021",44.15,45.90,43.81,45.62,+2.98,"2,071,107"
"Mar. 29, 2021",45.94,45.99,43.60,44.30,-3.67,"2,534,395"
"Mar. 26, 2021",46.28,46.91,45.14,45.99,-0.35,"1,567,820"
"Mar. 25, 2021",44.51,46.58,44.32,46.15,+1.34,"2,441,947"
"Mar. 24, 2021",47.50,48.08,45.44,45.54,-3.76,"2,008,867"
"Mar. 23, 2021",47.50,48.46,47.00,47.32,-0.98,"1,848,293"
"Mar. 22, 2021",48.25,48.96,47.63,47.79,-0.91,"1,106,280"
"Mar. 19, 2021",47.52,48.66,46.80,48.23,+2.44,"1,869,835"
"Mar. 18, 2021",49.32,49.64,46.98,47.08,-6.18,"4,557,657"
"Mar. 17, 2021",49.54,50.71,48.57,50.18,-0.67,"2,171,328"
"Mar. 16, 2021",51.84,52.82,50.10,50.52,-1.81,"923,270"
"Mar. 15, 2021",52.00,52.00,50.83,51.45,-0.56,"954,371"
"Mar. 12, 2021",50.56,52.46,50.23,51.74,-0.88,"2,223,859"
"Mar. 11, 2021",51.50,53.27,50.67,52.20,+5.28,"2,942,338"
"Mar. 10, 2021",52.28,52.84,49.49,49.58,-3.82,"3,500,491"
"Mar. 09, 2021",51.35,52.43,50.85,51.55,+4.27,"2,199,377"
"Mar. 08, 2021",52.34,53.52,49.19,49.44,-6.89,"2,215,070"
"Mar. 05, 2021",53.82,53.82,47.64,53.10,+0.89,"3,643,125"
"Mar. 04, 2021",55.44,56.65,51.19,52.63,-5.41,"2,668,860"
"Mar. 03, 2021",59.57,59.95,54.62,55.64,-7.44,"3,406,765"
"Mar. 02, 2021",62.00,62.49,58.63,60.11,-2.56,"1,815,868"
"Mar. 01, 2021",59.19,62.33,59.10,61.69,+6.25,"2,162,700"
"Feb. 26, 2021",56.42,58.97,56.02,58.06,+4.99,"3,357,937"
"Feb. 25, 2021",57.98,58.50,54.68,55.30,-4.56,"2,779,482"
"Feb. 24, 2021",57.86,58.44,56.68,57.94,-0.19,"1,740,485"
"Feb. 23, 2021",57.42,58.75,54.47,58.05,-0.51,"1,440,192"
"Feb. 22, 2021",58.66,61.42,57.10,58.35,-5.04,"2,589,520"
"Feb. 19, 2021",59.89,61.93,59.59,61.45,+2.88,"1,489,151"
"Feb. 18, 2021",60.99,60.99,58.44,59.73,-2.08,"1,007,722"
"Feb. 17, 2021",61.50,62.04,58.80,61.00,-0.83,"1,121,730"
"Feb. 16, 2021",62.29,62.75,60.64,61.51,-0.50,"853,110"
"Feb. 12, 2021",61.62,62.65,61.20,61.82,-0.16,"684,492"
"Feb. 11, 2021",61.98,62.83,61.01,61.92,+0.70,"1,459,758"
"Feb. 10, 2021",60.32,62.37,59.55,61.49,+3.45,"2,828,692"
