Date,Open,High,Low,Close,Change %,Volume
"Jan. 18, 2023",9.23,9.48,9.07,9.13,+0.66,"3,417,382"
"Jan. 17, 2023",9.13,9.25,8.47,9.07,-4.02,"6,818,982"
"Jan. 13, 2023",9.34,9.62,9.34,9.45,-1.36,"1,967,689"
"Jan. 12, 2023",9.61,9.69,9.22,9.58,+0.74,"2,917,249"
"Jan. 11, 2023",9.30,9.51,9.12,9.51,+3.26,"3,321,107"
"Jan. 10, 2023",9.13,9.32,9.09,9.21,+0.11,"4,422,368"
"Jan. 09, 2023",9.05,9.24,8.96,9.20,+2.91,"3,423,411"
"Jan. 06, 2023",8.67,9.01,8.40,8.94,+4.56,"3,270,971"
"Jan. 05, 2023",8.31,8.57,8.27,8.55,+0.23,"2,952,712"
"Jan. 04, 2023",8.44,8.67,8.33,8.53,+3.52,"1,641,202"
"Jan. 03, 2023",8.90,8.95,8.20,8.24,-5.72,"3,857,459"
"Dec. 30, 2022",8.48,8.84,8.48,8.74,+0.69,"2,450,413"
"Dec. 29, 2022",8.51,8.70,8.31,8.68,+3.95,"2,090,629"
"Dec. 28, 2022",8.51,8.66,8.27,8.35,-1.65,"2,169,790"
"Dec. 27, 2022",8.52,8.57,8.24,8.49,-1.51,"4,132,469"
"Dec. 23, 2022",8.40,8.66,8.36,8.62,+2.99,"2,606,966"
"Dec. 22, 2022",8.30,8.46,8.03,8.37,-0.59,"6,182,532"
"Dec. 21, 2022",8.15,8.56,7.98,8.42,+6.72,"6,861,708"
"Dec. 20, 2022",7.76,8.03,7.72,7.89,+0.77,"4,580,167"
"Dec. 19, 2022",7.71,7.94,7.51,7.83,+1.69,"3,985,830"
"Dec. 16, 2022",7.86,8.03,7.57,7.70,-2.53,"4,878,019"
"Dec. 15, 2022",8.13,8.32,7.89,7.90,-4.93,"4,063,927"
"Dec. 14, 2022",8.38,8.49,7.96,8.31,-0.48,"7,980,315"
"Dec. 13, 2022",9.23,9.35,8.33,8.35,-5.11,"9,759,010"
"Dec. 12, 2022",8.89,8.94,8.59,8.80,-2.22,"6,071,353"
"Dec. 09, 2022",9.06,9.16,8.78,9.00,-1.10,"3,094,530"
"Dec. 08, 2022",8.94,9.17,8.73,9.10,+3.53,"3,878,322"
"Dec. 07, 2022",8.85,8.86,8.56,8.79,-3.30,"5,531,501"
"Dec. 06, 2022",9.18,9.23,8.73,9.09,-1.52,"7,118,950"
"Dec. 05, 2022",9.72,9.86,9.16,9.23,-5.62,"4,920,716"
"Dec. 02, 2022",9.60,9.84,9.42,9.78,+0.51,"5,339,657"
"Dec. 01, 2022",10.25,10.30,9.65,9.73,-7.60,"8,148,072"
"Nov. 30, 2022",9.85,10.59,9.76,10.53,+7.12,"6,021,745"
"Nov. 29, 2022",9.81,10.14,9.65,9.83,-2.19,"4,956,652"
"Nov. 28, 2022",9.85,10.34,9.68,10.05,+1.72,"5,909,570"
"Nov. 25, 2022",10.19,10.29,9.82,9.88,-3.70,"3,974,990"
"Nov. 23, 2022",10.59,10.63,9.53,10.26,-14.57,"15,208,704"
"Nov. 22, 2022",12.25,12.25,11.59,12.01,-1.96,"3,710,622"
"Nov. 21, 2022",11.92,12.33,11.73,12.25,+1.49,"3,688,383"
"Nov. 18, 2022",12.32,13.20,11.80,12.07,+3.96,"5,286,734"
"Nov. 17, 2022",12.30,12.31,11.44,11.61,-7.56,"3,735,972"
"Nov. 16, 2022",13.67,13.83,12.54,12.56,-9.71,"2,392,884"
"Nov. 15, 2022",14.19,14.20,13.69,13.91,+2.66,"2,645,180"
"Nov. 14, 2022",13.74,13.95,13.43,13.55,-1.67,"1,598,828"
"Nov. 11, 2022",13.11,14.07,12.93,13.78,+7.91,"4,051,182"
"Nov. 10, 2022",13.23,13.70,12.73,12.77,+2.08,"3,349,076"
"Nov. 09, 2022",12.78,12.79,12.31,12.51,-3.99,"1,986,456"
"Nov. 08, 2022",12.90,13.66,12.52,13.03,+0.23,"2,185,857"
"Nov. 07, 2022",13.30,13.40,12.77,13.00,-1.74,"2,079,392"
"Nov. 04, 2022",14.83,14.86,12.99,13.23,-8.19,"3,544,345"
"Nov. 03, 2022",13.80,14.97,13.66,14.41,+2.78,"3,397,129"
"Nov. 02, 2022",14.70,14.83,14.01,14.02,-5.40,"3,280,041"
"Nov. 01, 2022",14.20,14.87,14.04,14.82,+8.33,"4,060,078"
"Oct. 31, 2022",13.18,13.82,13.08,13.68,+2.93,"3,100,956"
"Oct. 28, 2022",13.21,13.35,12.69,13.29,-0.30,"2,118,634"
"Oct. 27, 2022",13.61,14.03,13.16,13.33,-1.11,"2,239,278"
"Oct. 26, 2022",14.24,14.52,13.46,13.48,-6.91,"3,639,512"
"Oct. 25, 2022",13.86,14.88,13.78,14.48,+6.63,"3,127,978"
"Oct. 24, 2022",13.89,13.96,13.17,13.58,-2.58,"1,631,717"
"Oct. 21, 2022",13.29,13.97,13.07,13.94,+3.41,"1,822,719"
"Oct. 20, 2022",13.90,14.18,13.29,13.48,-2.88,"2,613,571"
"Oct. 19, 2022",14.04,14.40,13.82,13.88,-3.41,"1,972,006"
"Oct. 18, 2022",14.74,14.87,14.16,14.37,+0.63,"1,309,829"
"Oct. 17, 2022",13.80,14.61,13.80,14.28,+6.33,"1,898,961"
"Oct. 14, 2022",14.40,14.61,13.40,13.43,-5.49,"2,664,480"
"Oct. 13, 2022",13.50,14.39,13.13,14.21,0.00,"3,536,911"
"Oct. 12, 2022",14.04,14.29,13.60,14.21,+0.64,"2,361,594"
"Oct. 11, 2022",14.73,14.92,13.84,14.12,-4.66,"2,643,377"
"Oct. 10, 2022",15.42,15.42,14.47,14.81,-3.46,"1,995,502"
"Oct. 07, 2022",15.00,15.49,14.90,15.34,-1.22,"2,620,707"
"Oct. 06, 2022",15.28,15.84,15.16,15.53,+0.98,"2,596,601"
"Oct. 05, 2022",15.11,15.54,15.05,15.38,-0.97,"2,859,584"
"Oct. 04, 2022",15.03,16.02,15.03,15.53,+6.74,"4,773,641"
"Oct. 03, 2022",13.56,14.70,13.56,14.55,+9.98,"5,113,513"
"Sep. 30, 2022",12.86,13.63,12.79,13.23,+1.77,"2,383,732"
"Sep. 29, 2022",13.41,13.67,12.68,13.00,-6.88,"3,596,598"
"Sep. 28, 2022",13.22,14.17,13.04,13.96,+7.14,"3,297,022"
"Sep. 27, 2022",12.81,13.65,12.72,13.03,+3.33,"4,170,883"
"Sep. 26, 2022",13.54,13.54,11.90,12.61,-7.96,"10,616,894"
"Sep. 23, 2022",13.80,14.02,13.55,13.70,-2.56,"3,243,407"
"Sep. 22, 2022",15.02,15.11,13.98,14.06,-6.39,"3,658,094"
"Sep. 21, 2022",15.11,15.62,14.74,15.02,+0.13,"3,772,655"
"Sep. 20, 2022",15.01,15.47,14.75,15.00,-2.34,"3,280,225"
"Sep. 19, 2022",14.66,15.37,14.59,15.36,+2.81,"3,884,263"
"Sep. 16, 2022",15.08,15.11,14.61,14.94,-4.54,"2,777,885"
"Sep. 15, 2022",15.48,16.56,15.48,15.65,-0.13,"2,546,456"
"Sep. 14, 2022",15.68,15.70,15.21,15.67,+0.19,"2,427,288"
"Sep. 13, 2022",15.50,16.07,15.34,15.64,-5.38,"2,975,210"
"Sep. 12, 2022",16.20,16.58,15.99,16.53,+3.25,"2,408,952"
"Sep. 09, 2022",14.99,16.10,14.99,16.01,+8.91,"3,140,487"
"Sep. 08, 2022",14.50,14.85,14.17,14.70,-1.80,"3,457,244"
"Sep. 07, 2022",14.54,15.07,14.32,14.97,+3.31,"2,261,981"
"Sep. 06, 2022",15.00,15.04,14.36,14.49,-3.91,"1,874,065"
"Sep. 02, 2022",15.34,15.60,14.68,15.08,0.00,"4,012,183"
"Sep. 01, 2022",15.13,15.54,14.64,15.08,-2.96,"3,182,295"
"Aug. 31, 2022",15.33,15.92,15.29,15.54,+2.64,"2,844,412"
"Aug. 30, 2022",15.39,15.88,14.65,15.14,-1.43,"3,369,686"
"Aug. 29, 2022",16.38,16.82,15.33,15.36,-8.02,"3,018,751"
"Aug. 26, 2022",16.45,19.49,15.68,16.70,+10.96,"9,508,905"
"Aug. 25, 2022",15.52,15.68,14.76,15.05,-1.51,"4,786,935"
"Aug. 24, 2022",13.95,15.30,13.73,15.28,+9.06,"4,277,959"
"Aug. 23, 2022",12.75,14.17,12.55,14.01,+10.31,"4,809,459"
"Aug. 22, 2022",12.50,12.93,12.43,12.70,-1.01,"1,842,146"
"Aug. 19, 2022",13.90,13.90,12.58,12.83,-10.59,"4,563,022"
"Aug. 18, 2022",14.54,14.61,14.02,14.35,-1.98,"1,771,672"
"Aug. 17, 2022",14.59,14.89,14.35,14.64,-1.74,"2,194,764"
"Aug. 16, 2022",15.09,15.38,14.31,14.90,-2.42,"2,813,558"
"Aug. 15, 2022",14.74,15.36,14.70,15.27,+2.07,"2,397,760"
"Aug. 12, 2022",15.00,15.11,14.50,14.96,+2.61,"2,189,456"
"Aug. 11, 2022",16.54,16.59,14.47,14.58,-10.83,"4,542,307"
"Aug. 10, 2022",16.03,16.91,15.98,16.35,+7.28,"6,900,441"
"Aug. 09, 2022",14.89,15.33,14.77,15.24,0.00,"3,137,518"
"Aug. 08, 2022",14.79,15.74,14.72,15.24,+4.10,"5,208,848"
"Aug. 05, 2022",14.43,14.93,13.82,14.64,-2.59,"4,924,611"
"Aug. 04, 2022",12.45,15.06,12.40,15.03,+22.89,"10,683,671"
"Aug. 03, 2022",11.05,12.34,11.01,12.23,+12.41,"7,102,184"
"Aug. 02, 2022",10.62,10.96,10.51,10.88,+1.30,"2,300,394"
"Aug. 01, 2022",10.80,10.84,10.19,10.74,-1.01,"1,618,836"
"Jul. 29, 2022",10.83,11.01,10.68,10.85,-0.73,"3,369,867"
"Jul. 28, 2022",10.90,11.16,10.49,10.93,-0.09,"3,890,103"
"Jul. 27, 2022",10.70,11.00,10.64,10.94,+5.29,"2,290,284"
"Jul. 26, 2022",10.81,10.82,10.34,10.39,-5.37,"1,132,317"
"Jul. 25, 2022",10.90,11.05,10.55,10.98,+0.83,"1,531,786"
"Jul. 22, 2022",11.25,11.38,10.68,10.89,-3.54,"2,289,149"
"Jul. 21, 2022",11.49,11.67,11.20,11.29,-2.25,"2,337,172"
"Jul. 20, 2022",11.12,11.70,11.12,11.55,+3.87,"2,649,183"
"Jul. 19, 2022",10.90,11.16,10.74,11.12,+4.32,"2,594,888"
"Jul. 18, 2022",10.70,11.08,10.56,10.66,+2.40,"2,588,136"
"Jul. 15, 2022",10.34,10.57,10.09,10.41,+3.27,"3,345,483"
"Jul. 14, 2022",10.62,10.68,10.04,10.08,-6.23,"2,258,456"
"Jul. 13, 2022",10.25,10.91,10.15,10.75,+1.03,"1,580,909"
"Jul. 12, 2022",10.44,10.80,10.24,10.64,+3.00,"1,639,454"
"Jul. 11, 2022",10.67,10.71,10.23,10.33,-5.14,"2,107,680"
"Jul. 08, 2022",10.46,11.07,10.39,10.89,+2.35,"2,647,169"
"Jul. 07, 2022",10.52,10.79,10.43,10.64,+1.14,"3,318,096"
"Jul. 06, 2022",10.69,10.92,10.41,10.52,-2.41,"2,471,454"
"Jul. 05, 2022",9.91,10.80,9.50,10.78,+5.79,"3,535,468"
"Jul. 01, 2022",10.21,10.47,10.04,10.19,-0.49,"2,467,975"
"Jun. 30, 2022",9.85,10.36,9.45,10.24,+1.89,"4,414,375"
"Jun. 29, 2022",10.11,10.30,9.92,10.05,-1.66,"4,001,661"
"Jun. 28, 2022",10.82,10.97,10.21,10.22,-6.15,"1,862,959"
"Jun. 27, 2022",11.28,11.28,10.62,10.89,-2.24,"3,248,371"
"Jun. 24, 2022",10.70,11.44,10.50,11.14,+6.30,"6,075,363"
"Jun. 23, 2022",10.52,10.79,10.15,10.48,-3.14,"6,761,404"
"Jun. 22, 2022",10.60,11.10,10.52,10.82,-0.82,"4,470,518"
"Jun. 21, 2022",11.24,11.55,10.79,10.91,-1.53,"3,738,938"
"Jun. 17, 2022",10.80,11.13,10.39,11.08,+3.45,"3,613,461"
"Jun. 16, 2022",11.24,11.27,10.44,10.71,-9.39,"2,701,799"
"Jun. 15, 2022",11.50,11.95,11.23,11.82,+5.44,"4,307,492"
"Jun. 14, 2022",11.49,11.65,10.95,11.21,-2.01,"3,160,864"
"Jun. 13, 2022",11.65,11.82,11.07,11.44,-7.67,"3,867,519"
"Jun. 10, 2022",12.78,13.00,12.29,12.39,-5.49,"4,721,080"
"Jun. 09, 2022",16.36,16.45,13.00,13.11,-23.78,"12,786,107"
"Jun. 08, 2022",16.99,17.39,16.88,17.20,+1.06,"4,255,791"
"Jun. 07, 2022",16.13,17.05,16.13,17.02,+2.28,"3,359,609"
"Jun. 06, 2022",16.55,17.24,16.16,16.64,+2.34,"2,956,046"
"Jun. 03, 2022",16.15,16.75,15.83,16.26,+2.26,"4,406,968"
"Jun. 02, 2022",14.89,16.13,14.76,15.90,+7.07,"3,143,450"
"Jun. 01, 2022",15.39,15.80,14.79,14.85,-3.32,"2,041,788"
"May 31, 2022",15.55,15.85,15.11,15.36,-1.54,"2,071,751"
"May 27, 2022",14.88,15.66,14.88,15.60,+6.05,"1,913,987"
"May 26, 2022",14.01,14.99,13.86,14.71,+5.00,"2,540,378"
"May 25, 2022",13.39,14.14,13.06,14.01,+4.94,"2,416,827"
"May 24, 2022",13.74,13.75,13.00,13.35,-6.05,"2,350,625"
"May 23, 2022",14.13,14.35,13.60,14.21,+0.64,"2,400,841"
"May 20, 2022",14.62,15.03,13.50,14.12,-1.81,"4,367,290"
"May 19, 2022",12.99,14.80,12.95,14.38,+9.69,"4,425,831"
"May 18, 2022",12.70,13.89,12.70,13.11,-0.46,"5,327,668"
"May 17, 2022",12.71,13.25,12.37,13.17,+7.51,"4,409,625"
"May 16, 2022",13.09,13.36,12.20,12.25,-9.06,"5,372,536"
"May 13, 2022",10.54,13.50,10.54,13.47,+31.80,"9,603,440"
"May 12, 2022",9.76,10.51,9.53,10.22,+1.79,"11,681,194"
"May 11, 2022",10.75,10.83,10.01,10.04,-7.29,"9,169,271"
"May 10, 2022",11.11,11.40,10.26,10.83,+0.74,"5,488,407"
"May 09, 2022",11.83,11.89,10.59,10.75,-12.81,"6,508,636"
"May 06, 2022",12.96,13.03,12.02,12.33,-6.16,"4,991,040"
"May 05, 2022",14.20,14.20,12.78,13.14,-9.44,"2,717,116"
"May 04, 2022",14.35,14.61,12.81,14.51,+0.83,"6,475,283"
"May 03, 2022",14.80,14.99,14.14,14.39,-3.03,"2,085,223"
"May 02, 2022",14.52,14.88,14.24,14.84,+0.88,"4,354,621"
"Apr. 29, 2022",15.09,15.75,14.67,14.71,-3.41,"1,829,685"
"Apr. 28, 2022",15.01,15.46,14.54,15.23,+3.04,"2,466,931"
"Apr. 27, 2022",14.77,15.15,14.55,14.78,-0.07,"2,837,233"
"Apr. 26, 2022",15.12,15.19,14.37,14.79,-3.96,"3,193,965"
"Apr. 25, 2022",14.50,15.43,14.46,15.40,+5.91,"3,376,724"
"Apr. 22, 2022",15.09,15.33,14.33,14.54,-3.77,"3,220,421"
"Apr. 21, 2022",16.53,16.96,15.00,15.11,-7.58,"3,074,801"
"Apr. 20, 2022",17.31,17.54,16.34,16.35,-6.84,"1,565,446"
"Apr. 19, 2022",16.50,17.75,16.46,17.55,+5.28,"2,169,113"
"Apr. 18, 2022",16.89,17.09,16.34,16.67,-2.51,"1,742,390"
"Apr. 14, 2022",17.74,17.95,16.99,17.10,-2.79,"3,351,032"
"Apr. 13, 2022",17.12,17.70,17.10,17.59,+0.98,"2,364,436"
"Apr. 12, 2022",18.40,18.55,17.14,17.42,-2.63,"2,719,770"
"Apr. 11, 2022",17.98,18.33,17.44,17.89,-1.60,"1,909,900"
"Apr. 08, 2022",19.16,19.31,17.95,18.18,-4.21,"1,991,280"
"Apr. 07, 2022",19.40,19.66,17.94,18.98,-5.85,"5,056,557"
"Apr. 06, 2022",19.79,20.23,19.14,20.16,-0.79,"3,273,124"
"Apr. 05, 2022",21.27,21.48,19.89,20.32,-5.58,"3,350,197"
"Apr. 04, 2022",20.98,21.66,20.58,21.52,+2.09,"3,330,829"
"Apr. 01, 2022",20.34,21.97,20.34,21.08,+5.14,"3,699,842"
"Mar. 31, 2022",20.19,20.29,19.66,20.05,+0.10,"3,555,914"
"Mar. 30, 2022",20.76,21.55,19.86,20.03,-2.05,"5,613,583"
"Mar. 29, 2022",20.56,20.77,19.72,20.45,+3.49,"16,279,629"
"Mar. 28, 2022",19.91,20.19,19.02,19.76,+0.20,"6,768,596"
"Mar. 25, 2022",21.39,21.62,19.08,19.72,-8.91,"8,603,389"
"Mar. 24, 2022",20.20,22.28,19.86,21.65,+7.18,"7,642,450"
"Mar. 23, 2022",18.18,20.91,17.83,20.20,+8.54,"9,375,076"
"Mar. 22, 2022",17.01,18.86,17.01,18.61,+9.15,"5,948,588"
"Mar. 21, 2022",17.52,17.79,16.84,17.05,-4.48,"4,953,223"
"Mar. 18, 2022",15.17,18.09,15.12,17.85,+22.51,"12,120,435"
"Mar. 17, 2022",14.18,14.72,13.77,14.57,+0.55,"3,505,775"
"Mar. 16, 2022",12.83,14.58,12.83,14.49,+15.83,"4,789,934"
"Mar. 15, 2022",11.85,12.61,11.85,12.51,+5.13,"2,491,042"
"Mar. 14, 2022",12.40,12.87,11.76,11.90,-5.63,"1,795,330"
"Mar. 11, 2022",13.29,13.65,12.55,12.61,-2.63,"2,065,306"
"Mar. 10, 2022",13.09,13.16,12.61,12.95,-3.65,"1,971,398"
"Mar. 09, 2022",13.01,13.73,13.01,13.44,+6.58,"2,141,001"
"Mar. 08, 2022",12.34,13.06,11.81,12.61,+2.19,"3,267,129"
"Mar. 07, 2022",13.48,13.75,12.31,12.34,-7.98,"1,994,976"
"Mar. 04, 2022",14.14,14.42,13.24,13.41,-5.96,"2,366,432"
"Mar. 03, 2022",15.54,15.54,14.22,14.26,-6.80,"2,328,882"
"Mar. 02, 2022",15.57,15.71,14.78,15.30,-1.42,"2,607,427"
"Mar. 01, 2022",15.96,16.35,15.37,15.52,-2.63,"2,482,632"
"Feb. 28, 2022",15.65,16.28,15.42,15.94,+0.19,"1,809,799"
"Feb. 25, 2022",15.68,15.93,15.24,15.91,+1.53,"1,837,710"
"Feb. 24, 2022",14.19,15.78,14.01,15.67,+4.05,"2,448,274"
"Feb. 23, 2022",15.45,15.75,15.04,15.06,-1.31,"2,807,702"
"Feb. 22, 2022",15.34,15.79,14.96,15.26,-2.99,"4,284,001"
"Feb. 18, 2022",16.34,16.48,15.50,15.73,-3.67,"5,492,281"
"Feb. 17, 2022",17.65,17.80,16.13,16.33,-7.53,"7,954,798"
"Feb. 16, 2022",18.17,18.25,17.44,17.66,-4.80,"5,506,671"
"Feb. 15, 2022",17.61,18.56,17.56,18.55,+7.47,"3,361,315"
"Feb. 14, 2022",17.16,17.77,17.02,17.26,-0.29,"1,757,308"
"Feb. 11, 2022",18.06,18.68,17.05,17.31,-2.48,"2,485,230"
"Feb. 10, 2022",17.88,19.01,17.63,17.75,-3.06,"3,809,940"
"Feb. 09, 2022",17.74,18.40,17.66,18.31,+6.45,"3,519,531"
"Feb. 08, 2022",17.28,17.49,17.04,17.20,-1.43,"3,249,069"
"Feb. 07, 2022",17.84,18.36,17.28,17.45,-2.46,"4,178,647"
"Feb. 04, 2022",17.55,18.23,16.62,17.89,+3.05,"5,067,454"
"Feb. 03, 2022",19.50,19.72,17.10,17.36,-13.76,"10,657,939"
"Feb. 02, 2022",22.49,22.61,20.13,20.13,-11.90,"4,254,735"
"Feb. 01, 2022",22.33,23.29,22.25,22.85,+1.02,"3,830,524"
"Jan. 31, 2022",20.57,22.68,20.55,22.62,+8.39,"3,101,715"
"Jan. 28, 2022",20.18,20.99,19.96,20.87,+4.35,"2,613,997"
"Jan. 27, 2022",20.42,20.77,19.62,20.00,-3.29,"2,674,011"
"Jan. 26, 2022",21.65,22.50,20.51,20.68,-0.10,"2,305,067"
"Jan. 25, 2022",20.64,21.42,19.97,20.70,-2.68,"3,052,825"
"Jan. 24, 2022",19.94,21.41,19.05,21.27,+2.56,"3,081,668"
"Jan. 21, 2022",20.99,22.07,20.73,20.74,-2.49,"2,408,007"
"Jan. 20, 2022",21.39,22.63,21.20,21.27,+1.48,"3,294,775"
"Jan. 19, 2022",20.93,22.04,20.82,20.96,+1.16,"2,411,372"
"Jan. 18, 2022",21.89,22.26,20.65,20.72,-7.71,"2,060,811"
"Jan. 14, 2022",22.60,23.59,22.09,22.45,-4.67,"1,899,696"
"Jan. 13, 2022",24.92,25.23,23.46,23.55,-4.46,"1,537,221"
"Jan. 12, 2022",24.67,25.23,24.39,24.65,+0.86,"1,387,349"
"Jan. 11, 2022",23.17,25.05,22.78,24.44,+5.48,"2,003,224"
"Jan. 10, 2022",23.24,23.24,22.02,23.17,-2.24,"2,207,162"
"Jan. 07, 2022",23.64,24.99,23.58,23.70,-0.55,"1,399,300"
"Jan. 06, 2022",23.65,24.13,22.75,23.83,+1.02,"3,286,787"
"Jan. 05, 2022",25.29,26.00,23.53,23.59,-8.14,"2,868,569"
"Jan. 04, 2022",27.16,27.92,24.62,25.68,-10.21,"6,750,033"
"Jan. 03, 2022",26.48,28.68,26.25,28.60,+9.08,"2,564,076"
"Dec. 31, 2021",26.63,27.24,26.18,26.22,-2.56,"982,175"
"Dec. 30, 2021",25.40,27.43,25.35,26.91,+5.04,"1,944,956"
"Dec. 29, 2021",26.45,26.45,25.54,25.62,-2.51,"947,204"
"Dec. 28, 2021",26.75,26.98,26.02,26.28,-1.90,"1,891,898"
"Dec. 27, 2021",26.46,26.91,26.18,26.79,+0.30,"1,512,379"
"Dec. 23, 2021",25.44,27.34,25.01,26.71,+4.34,"2,893,511"
"Dec. 22, 2021",25.39,25.99,25.14,25.60,+0.08,"1,565,898"
"Dec. 21, 2021",24.38,26.13,24.35,25.58,+5.92,"2,404,294"
"Dec. 20, 2021",24.51,24.95,24.13,24.15,-4.05,"2,076,618"
"Dec. 17, 2021",24.71,25.93,24.54,25.17,-0.16,"6,076,431"
"Dec. 16, 2021",27.34,27.42,25.06,25.21,-8.39,"2,591,431"
"Dec. 15, 2021",26.52,27.54,25.46,27.52,+3.97,"1,820,738"
"Dec. 14, 2021",26.81,27.30,26.37,26.47,-3.25,"1,769,161"
"Dec. 13, 2021",27.60,28.73,26.56,27.36,-2.43,"1,739,467"
"Dec. 10, 2021",28.32,29.20,27.73,28.04,-0.07,"4,613,702"
"Dec. 09, 2021",28.42,29.28,27.94,28.06,-2.70,"2,806,828"
"Dec. 08, 2021",28.03,29.14,27.79,28.84,+2.96,"2,437,153"
"Dec. 07, 2021",27.34,28.55,27.02,28.01,+7.28,"4,450,429"
"Dec. 06, 2021",24.80,26.35,24.14,26.11,+5.28,"3,102,767"
"Dec. 03, 2021",26.46,26.56,24.57,24.80,-5.78,"4,968,986"
"Dec. 02, 2021",24.84,26.50,24.84,26.32,+6.00,"2,425,631"
"Dec. 01, 2021",26.44,27.30,24.74,24.83,-2.86,"4,198,016"
"Nov. 30, 2021",25.85,26.53,24.73,25.56,-2.22,"4,535,409"
"Nov. 29, 2021",27.21,27.66,25.74,26.14,-2.64,"3,101,056"
"Nov. 26, 2021",26.89,28.10,26.61,26.85,-3.24,"1,745,185"
"Nov. 24, 2021",26.45,27.92,26.28,27.75,+3.43,"2,651,405"
"Nov. 23, 2021",27.73,28.22,26.05,26.83,-2.90,"4,541,195"
"Nov. 22, 2021",28.81,29.25,27.35,27.63,-7.03,"5,202,890"
"Nov. 19, 2021",30.81,31.26,29.65,29.72,-3.26,"5,058,631"
"Nov. 18, 2021",32.84,32.92,30.45,30.72,-5.62,"4,326,317"
"Nov. 17, 2021",35.14,35.34,31.82,32.55,-9.53,"5,538,774"
"Nov. 16, 2021",36.90,36.90,35.05,35.98,-3.20,"2,452,125"
"Nov. 15, 2021",35.17,37.64,35.06,37.17,+5.33,"2,364,291"
"Nov. 12, 2021",36.06,36.75,35.19,35.29,+3.70,"5,184,037"
"Nov. 11, 2021",33.63,34.20,33.35,34.03,+1.76,"1,773,389"
"Nov. 10, 2021",33.80,34.38,32.61,33.44,-1.50,"1,633,256"
"Nov. 09, 2021",34.58,34.60,33.55,33.95,-1.96,"1,908,445"
"Nov. 08, 2021",34.59,34.96,34.38,34.63,+0.49,"989,531"
"Nov. 05, 2021",34.11,34.97,33.91,34.46,+2.10,"1,127,094"
"Nov. 04, 2021",34.54,35.00,33.30,33.75,-2.03,"1,719,444"
"Nov. 03, 2021",35.07,35.53,34.23,34.45,-1.82,"2,845,093"
"Nov. 02, 2021",36.51,36.51,34.56,35.09,-3.81,"1,530,414"
"Nov. 01, 2021",36.31,37.05,35.81,36.48,+0.77,"2,135,159"
"Oct. 29, 2021",36.63,37.37,35.93,36.20,-1.17,"2,080,610"
"Oct. 28, 2021",36.60,37.67,36.26,36.63,+1.44,"2,147,854"
"Oct. 27, 2021",38.73,38.73,35.20,36.11,-6.74,"8,404,210"
"Oct. 26, 2021",39.32,39.33,38.50,38.72,-0.59,"2,503,490"
"Oct. 25, 2021",38.01,38.99,38.00,38.95,+3.32,"1,653,709"
"Oct. 22, 2021",38.86,39.00,36.34,37.70,-3.58,"2,308,614"
"Oct. 21, 2021",39.11,39.56,38.95,39.10,-0.76,"2,797,350"
"Oct. 20, 2021",37.90,39.91,37.76,39.40,+4.45,"4,076,620"
"Oct. 19, 2021",36.80,37.73,36.20,37.72,+3.14,"3,951,766"
"Oct. 18, 2021",37.20,37.34,36.00,36.57,-1.93,"2,565,768"
"Oct. 15, 2021",37.03,38.12,35.66,37.29,+6.09,"5,280,080"
"Oct. 14, 2021",35.28,36.42,34.29,35.15,+0.95,"4,531,357"
"Oct. 13, 2021",36.95,37.22,34.58,34.82,-5.79,"8,091,777"
"Oct. 12, 2021",34.04,37.09,33.60,36.96,+14.18,"9,924,384"
"Oct. 11, 2021",35.62,36.51,31.10,32.37,-11.48,"23,679,816"
"Oct. 08, 2021",44.70,45.00,36.33,36.57,-19.02,"17,449,115"
"Oct. 07, 2021",45.98,47.41,44.25,45.16,+0.31,"10,782,027"
"Oct. 06, 2021",45.04,45.76,44.41,45.02,-2.60,"3,237,036"
"Oct. 05, 2021",49.47,49.77,45.87,46.22,-6.49,"4,434,420"
"Oct. 04, 2021",52.20,52.20,49.16,49.43,-6.36,"1,673,901"
"Oct. 01, 2021",52.34,53.05,51.67,52.79,+2.07,"581,948"
"Sep. 30, 2021",51.99,52.55,51.50,51.72,-0.40,"792,941"
"Sep. 29, 2021",53.23,53.77,51.41,51.93,-2.26,"1,093,918"
"Sep. 28, 2021",55.28,55.44,52.40,53.13,-5.70,"1,591,974"
"Sep. 27, 2021",56.36,56.74,55.09,56.34,-0.74,"1,075,377"
"Sep. 24, 2021",57.09,57.20,56.16,56.76,-0.98,"408,352"
"Sep. 23, 2021",57.30,57.87,56.52,57.32,+1.04,"1,324,596"
"Sep. 22, 2021",55.24,57.35,55.03,56.73,+2.14,"559,575"
"Sep. 21, 2021",56.12,56.35,54.65,55.54,-0.07,"525,885"
"Sep. 20, 2021",54.91,56.10,53.85,55.58,-1.61,"1,525,418"
"Sep. 17, 2021",55.64,56.74,55.34,56.49,+1.38,"1,644,330"
"Sep. 16, 2021",54.61,55.73,53.80,55.72,+1.46,"900,140"
"Sep. 15, 2021",54.48,55.12,53.75,54.92,+0.68,"837,941"
"Sep. 14, 2021",56.32,56.35,53.86,54.55,-2.45,"1,111,204"
"Sep. 13, 2021",56.39,56.56,54.92,55.92,-0.11,"623,739"
"Sep. 10, 2021",56.68,57.67,55.93,55.98,-0.73,"1,337,588"
"Sep. 09, 2021",55.63,56.88,55.50,56.39,+1.15,"1,279,483"
"Sep. 08, 2021",57.86,57.86,55.73,55.75,-3.86,"2,055,034"
